,location,suitability,date,time,current date,current time
0,West Perth,False,19/06/2019,14:50,2019-01-19,08:47:47.510233
1,West Perth,False,24/06/2019,14:50,2019-01-19,08:47:47.510233
2,West Perth,False,25/06/2019,09:45,2019-01-19,08:47:47.510233
3,West Perth,False,25/06/2019,11:25,2019-01-19,08:47:47.510233
4,West Perth,False,25/06/2019,14:50,2019-01-19,08:47:47.510233
5,West Perth,False,25/06/2019,15:40,2019-01-19,08:47:47.510233
6,West Perth,False,03/07/2019,07:05,2019-01-19,08:47:47.510233
7,West Perth,False,03/07/2019,10:35,2019-01-19,08:47:47.510233
8,West Perth,False,03/07/2019,11:25,2019-01-19,08:47:47.510233
0,West Perth,False,19/06/2019,14:50,2019-01-19,08:49:08.309479
1,West Perth,False,24/06/2019,14:50,2019-01-19,08:49:08.309479
2,West Perth,False,25/06/2019,09:45,2019-01-19,08:49:08.309479
3,West Perth,False,25/06/2019,11:25,2019-01-19,08:49:08.309479
4,West Perth,False,25/06/2019,14:50,2019-01-19,08:49:08.309479
5,West Perth,False,25/06/2019,15:40,2019-01-19,08:49:08.309479
6,West Perth,False,03/07/2019,07:05,2019-01-19,08:49:08.309479
7,West Perth,False,03/07/2019,10:35,2019-01-19,08:49:08.309479
8,West Perth,False,03/07/2019,11:25,2019-01-19,08:49:08.309479
0,West Perth,False,24/06/2019,14:50,2019-01-19,08:53:32.696999
1,West Perth,False,25/06/2019,09:45,2019-01-19,08:53:32.696999
2,West Perth,False,25/06/2019,11:25,2019-01-19,08:53:32.696999
3,West Perth,False,25/06/2019,14:50,2019-01-19,08:53:32.696999
4,West Perth,False,25/06/2019,15:40,2019-01-19,08:53:32.696999
5,West Perth,False,03/07/2019,07:05,2019-01-19,08:53:32.696999
6,West Perth,False,03/07/2019,10:35,2019-01-19,08:53:32.696999
7,West Perth,False,03/07/2019,11:25,2019-01-19,08:53:32.696999
8,West Perth,False,08/07/2019,10:35,2019-01-19,08:53:32.696999
0,West Perth,False,24/06/2019,14:50,2019-01-19,08:58:32.896346
1,West Perth,False,25/06/2019,09:45,2019-01-19,08:58:32.896346
2,West Perth,False,25/06/2019,11:25,2019-01-19,08:58:32.896346
3,West Perth,False,25/06/2019,14:50,2019-01-19,08:58:32.896346
4,West Perth,False,25/06/2019,15:40,2019-01-19,08:58:32.896346
5,West Perth,False,03/07/2019,07:05,2019-01-19,08:58:32.896346
6,West Perth,False,03/07/2019,10:35,2019-01-19,08:58:32.896346
7,West Perth,False,03/07/2019,11:25,2019-01-19,08:58:32.896346
8,West Perth,False,08/07/2019,10:35,2019-01-19,08:58:32.896346
0,West Perth,False,24/06/2019,14:50,2019-01-19,09:03:32.473164
1,West Perth,False,25/06/2019,09:45,2019-01-19,09:03:32.473164
2,West Perth,False,25/06/2019,11:25,2019-01-19,09:03:32.473164
3,West Perth,False,25/06/2019,14:50,2019-01-19,09:03:32.473164
4,West Perth,False,25/06/2019,15:40,2019-01-19,09:03:32.473164
5,West Perth,False,03/07/2019,07:05,2019-01-19,09:03:32.473164
6,West Perth,False,03/07/2019,10:35,2019-01-19,09:03:32.473164
7,West Perth,False,03/07/2019,11:25,2019-01-19,09:03:32.473164
8,West Perth,False,08/07/2019,10:35,2019-01-19,09:03:32.473164
0,West Perth,False,24/06/2019,14:50,2019-01-19,09:08:32.322431
1,West Perth,False,25/06/2019,09:45,2019-01-19,09:08:32.322431
2,West Perth,False,25/06/2019,11:25,2019-01-19,09:08:32.322431
3,West Perth,False,25/06/2019,14:50,2019-01-19,09:08:32.322431
4,West Perth,False,25/06/2019,15:40,2019-01-19,09:08:32.322431
5,West Perth,False,03/07/2019,07:05,2019-01-19,09:08:32.322431
6,West Perth,False,03/07/2019,10:35,2019-01-19,09:08:32.322431
7,West Perth,False,03/07/2019,11:25,2019-01-19,09:08:32.322431
8,West Perth,False,08/07/2019,10:35,2019-01-19,09:08:32.322431
0,West Perth,False,24/06/2019,14:50,2019-01-19,09:13:32.620702
1,West Perth,False,25/06/2019,09:45,2019-01-19,09:13:32.620702
2,West Perth,False,25/06/2019,11:25,2019-01-19,09:13:32.620702
3,West Perth,False,25/06/2019,14:50,2019-01-19,09:13:32.620702
4,West Perth,False,25/06/2019,15:40,2019-01-19,09:13:32.620702
5,West Perth,False,03/07/2019,07:05,2019-01-19,09:13:32.620702
6,West Perth,False,03/07/2019,10:35,2019-01-19,09:13:32.620702
7,West Perth,False,03/07/2019,11:25,2019-01-19,09:13:32.620702
8,West Perth,False,08/07/2019,10:35,2019-01-19,09:13:32.620702
0,West Perth,False,24/06/2019,14:50,2019-01-19,09:18:31.887198
1,West Perth,False,25/06/2019,09:45,2019-01-19,09:18:31.887198
2,West Perth,False,25/06/2019,11:25,2019-01-19,09:18:31.887198
3,West Perth,False,25/06/2019,14:50,2019-01-19,09:18:31.887198
4,West Perth,False,25/06/2019,15:40,2019-01-19,09:18:31.887198
5,West Perth,False,03/07/2019,07:05,2019-01-19,09:18:31.887198
6,West Perth,False,03/07/2019,10:35,2019-01-19,09:18:31.887198
7,West Perth,False,03/07/2019,11:25,2019-01-19,09:18:31.887198
8,West Perth,False,08/07/2019,10:35,2019-01-19,09:18:31.887198
0,West Perth,False,24/06/2019,14:50,2019-01-19,09:23:32.073787
1,West Perth,False,25/06/2019,09:45,2019-01-19,09:23:32.073787
2,West Perth,False,25/06/2019,11:25,2019-01-19,09:23:32.073787
3,West Perth,False,25/06/2019,14:50,2019-01-19,09:23:32.073787
4,West Perth,False,25/06/2019,15:40,2019-01-19,09:23:32.073787
5,West Perth,False,03/07/2019,07:05,2019-01-19,09:23:32.073787
6,West Perth,False,03/07/2019,10:35,2019-01-19,09:23:32.073787
7,West Perth,False,03/07/2019,11:25,2019-01-19,09:23:32.073787
8,West Perth,False,08/07/2019,10:35,2019-01-19,09:23:32.073787
0,West Perth,False,24/06/2019,14:50,2019-01-19,09:28:32.005324
1,West Perth,False,25/06/2019,09:45,2019-01-19,09:28:32.005324
2,West Perth,False,25/06/2019,11:25,2019-01-19,09:28:32.005324
3,West Perth,False,25/06/2019,14:50,2019-01-19,09:28:32.005324
4,West Perth,False,25/06/2019,15:40,2019-01-19,09:28:32.005324
5,West Perth,False,03/07/2019,07:05,2019-01-19,09:28:32.005324
6,West Perth,False,03/07/2019,10:35,2019-01-19,09:28:32.005324
7,West Perth,False,03/07/2019,11:25,2019-01-19,09:28:32.005324
8,West Perth,False,08/07/2019,10:35,2019-01-19,09:28:32.005324
0,West Perth,False,24/06/2019,14:50,2019-01-19,09:33:32.502760
1,West Perth,False,25/06/2019,09:45,2019-01-19,09:33:32.502760
2,West Perth,False,25/06/2019,11:25,2019-01-19,09:33:32.502760
3,West Perth,False,25/06/2019,14:50,2019-01-19,09:33:32.502760
4,West Perth,False,25/06/2019,15:40,2019-01-19,09:33:32.502760
5,West Perth,False,03/07/2019,07:05,2019-01-19,09:33:32.502760
6,West Perth,False,03/07/2019,10:35,2019-01-19,09:33:32.502760
7,West Perth,False,03/07/2019,11:25,2019-01-19,09:33:32.502760
8,West Perth,False,08/07/2019,10:35,2019-01-19,09:33:32.502760
0,West Perth,False,24/06/2019,14:50,2019-01-19,09:38:32.282203
1,West Perth,False,25/06/2019,11:25,2019-01-19,09:38:32.282203
2,West Perth,False,25/06/2019,14:50,2019-01-19,09:38:32.282203
3,West Perth,False,25/06/2019,15:40,2019-01-19,09:38:32.282203
4,West Perth,False,03/07/2019,07:05,2019-01-19,09:38:32.282203
5,West Perth,False,03/07/2019,10:35,2019-01-19,09:38:32.282203
6,West Perth,False,03/07/2019,11:25,2019-01-19,09:38:32.282203
7,West Perth,False,08/07/2019,10:35,2019-01-19,09:38:32.282203
8,West Perth,False,15/07/2019,07:55,2019-01-19,09:38:32.282203
0,West Perth,False,24/06/2019,14:50,2019-01-19,09:43:32.279976
1,West Perth,False,25/06/2019,11:25,2019-01-19,09:43:32.279976
2,West Perth,False,25/06/2019,14:50,2019-01-19,09:43:32.279976
3,West Perth,False,25/06/2019,15:40,2019-01-19,09:43:32.279976
4,West Perth,False,03/07/2019,07:05,2019-01-19,09:43:32.279976
5,West Perth,False,03/07/2019,10:35,2019-01-19,09:43:32.279976
6,West Perth,False,03/07/2019,11:25,2019-01-19,09:43:32.279976
7,West Perth,False,08/07/2019,10:35,2019-01-19,09:43:32.279976
8,West Perth,False,15/07/2019,07:55,2019-01-19,09:43:32.279976
0,West Perth,False,24/06/2019,14:50,2019-01-19,09:48:32.224152
1,West Perth,False,25/06/2019,11:25,2019-01-19,09:48:32.224152
2,West Perth,False,25/06/2019,14:50,2019-01-19,09:48:32.224152
3,West Perth,False,25/06/2019,15:40,2019-01-19,09:48:32.224152
4,West Perth,False,03/07/2019,07:05,2019-01-19,09:48:32.224152
5,West Perth,False,03/07/2019,10:35,2019-01-19,09:48:32.224152
6,West Perth,False,03/07/2019,11:25,2019-01-19,09:48:32.224152
7,West Perth,False,08/07/2019,10:35,2019-01-19,09:48:32.224152
8,West Perth,False,15/07/2019,07:55,2019-01-19,09:48:32.224152
0,West Perth,False,24/06/2019,14:50,2019-01-19,09:53:32.712486
1,West Perth,False,25/06/2019,11:25,2019-01-19,09:53:32.712486
2,West Perth,False,25/06/2019,14:50,2019-01-19,09:53:32.712486
3,West Perth,False,25/06/2019,15:40,2019-01-19,09:53:32.712486
4,West Perth,False,03/07/2019,07:05,2019-01-19,09:53:32.712486
5,West Perth,False,03/07/2019,10:35,2019-01-19,09:53:32.712486
6,West Perth,False,03/07/2019,11:25,2019-01-19,09:53:32.712486
7,West Perth,False,08/07/2019,10:35,2019-01-19,09:53:32.712486
8,West Perth,False,15/07/2019,07:55,2019-01-19,09:53:32.712486
0,West Perth,False,24/06/2019,14:50,2019-01-19,09:58:31.913689
1,West Perth,False,25/06/2019,11:25,2019-01-19,09:58:31.913689
2,West Perth,False,25/06/2019,14:50,2019-01-19,09:58:31.913689
3,West Perth,False,25/06/2019,15:40,2019-01-19,09:58:31.913689
4,West Perth,False,03/07/2019,07:05,2019-01-19,09:58:31.913689
5,West Perth,False,03/07/2019,10:35,2019-01-19,09:58:31.913689
6,West Perth,False,03/07/2019,11:25,2019-01-19,09:58:31.913689
7,West Perth,False,08/07/2019,10:35,2019-01-19,09:58:31.913689
8,West Perth,False,15/07/2019,07:55,2019-01-19,09:58:31.913689
0,West Perth,False,25/06/2019,14:50,2019-01-19,10:03:33.196652
1,West Perth,False,25/06/2019,15:40,2019-01-19,10:03:33.196652
2,West Perth,False,01/07/2019,11:25,2019-01-19,10:03:33.196652
3,West Perth,False,03/07/2019,07:05,2019-01-19,10:03:33.196652
4,West Perth,False,03/07/2019,10:35,2019-01-19,10:03:33.196652
5,West Perth,False,03/07/2019,11:25,2019-01-19,10:03:33.196652
6,West Perth,False,08/07/2019,10:35,2019-01-19,10:03:33.196652
7,West Perth,False,15/07/2019,07:55,2019-01-19,10:03:33.196652
8,West Perth,False,15/07/2019,11:25,2019-01-19,10:03:33.196652
0,West Perth,False,25/06/2019,14:50,2019-01-19,10:08:33.956565
1,West Perth,False,25/06/2019,15:40,2019-01-19,10:08:33.956565
2,West Perth,False,01/07/2019,11:25,2019-01-19,10:08:33.956565
3,West Perth,False,03/07/2019,07:05,2019-01-19,10:08:33.956565
4,West Perth,False,03/07/2019,10:35,2019-01-19,10:08:33.956565
5,West Perth,False,03/07/2019,11:25,2019-01-19,10:08:33.956565
6,West Perth,False,08/07/2019,10:35,2019-01-19,10:08:33.956565
7,West Perth,False,15/07/2019,07:55,2019-01-19,10:08:33.956565
8,West Perth,False,15/07/2019,11:25,2019-01-19,10:08:33.956565
0,West Perth,False,25/06/2019,14:50,2019-01-19,10:13:33.285198
1,West Perth,False,25/06/2019,15:40,2019-01-19,10:13:33.285198
2,West Perth,False,01/07/2019,11:25,2019-01-19,10:13:33.285198
3,West Perth,False,03/07/2019,07:05,2019-01-19,10:13:33.285198
4,West Perth,False,03/07/2019,10:35,2019-01-19,10:13:33.285198
5,West Perth,False,03/07/2019,11:25,2019-01-19,10:13:33.285198
6,West Perth,False,08/07/2019,10:35,2019-01-19,10:13:33.285198
7,West Perth,False,15/07/2019,07:55,2019-01-19,10:13:33.285198
8,West Perth,False,15/07/2019,11:25,2019-01-19,10:13:33.285198
0,West Perth,False,25/06/2019,14:50,2019-01-19,10:18:32.757961
1,West Perth,False,25/06/2019,15:40,2019-01-19,10:18:32.757961
2,West Perth,False,01/07/2019,11:25,2019-01-19,10:18:32.757961
3,West Perth,False,03/07/2019,07:05,2019-01-19,10:18:32.757961
4,West Perth,False,03/07/2019,10:35,2019-01-19,10:18:32.757961
5,West Perth,False,03/07/2019,11:25,2019-01-19,10:18:32.757961
6,West Perth,False,08/07/2019,10:35,2019-01-19,10:18:32.757961
7,West Perth,False,15/07/2019,07:55,2019-01-19,10:18:32.757961
8,West Perth,False,15/07/2019,11:25,2019-01-19,10:18:32.757961
0,West Perth,False,25/06/2019,14:50,2019-01-19,10:23:32.071372
1,West Perth,False,25/06/2019,15:40,2019-01-19,10:23:32.071372
2,West Perth,False,01/07/2019,11:25,2019-01-19,10:23:32.071372
3,West Perth,False,03/07/2019,07:05,2019-01-19,10:23:32.071372
4,West Perth,False,03/07/2019,10:35,2019-01-19,10:23:32.071372
5,West Perth,False,03/07/2019,11:25,2019-01-19,10:23:32.071372
6,West Perth,False,08/07/2019,10:35,2019-01-19,10:23:32.071372
7,West Perth,False,15/07/2019,07:55,2019-01-19,10:23:32.071372
8,West Perth,False,15/07/2019,11:25,2019-01-19,10:23:32.071372
0,West Perth,False,25/06/2019,14:50,2019-01-19,10:28:33.542812
1,West Perth,False,25/06/2019,15:40,2019-01-19,10:28:33.542812
2,West Perth,False,01/07/2019,11:25,2019-01-19,10:28:33.542812
3,West Perth,False,03/07/2019,07:05,2019-01-19,10:28:33.542812
4,West Perth,False,03/07/2019,10:35,2019-01-19,10:28:33.542812
5,West Perth,False,03/07/2019,11:25,2019-01-19,10:28:33.542812
6,West Perth,False,08/07/2019,10:35,2019-01-19,10:28:33.542812
7,West Perth,False,15/07/2019,07:55,2019-01-19,10:28:33.542812
8,West Perth,False,15/07/2019,11:25,2019-01-19,10:28:33.542812
0,West Perth,False,25/06/2019,14:50,2019-01-19,10:33:32.010370
1,West Perth,False,25/06/2019,15:40,2019-01-19,10:33:32.010370
2,West Perth,False,01/07/2019,11:25,2019-01-19,10:33:32.010370
3,West Perth,False,03/07/2019,07:05,2019-01-19,10:33:32.010370
4,West Perth,False,03/07/2019,10:35,2019-01-19,10:33:32.010370
5,West Perth,False,03/07/2019,11:25,2019-01-19,10:33:32.010370
6,West Perth,False,08/07/2019,10:35,2019-01-19,10:33:32.010370
7,West Perth,False,15/07/2019,07:55,2019-01-19,10:33:32.010370
8,West Perth,False,15/07/2019,11:25,2019-01-19,10:33:32.010370
0,West Perth,False,25/06/2019,15:40,2019-01-19,10:38:31.900158
1,West Perth,False,01/07/2019,11:25,2019-01-19,10:38:31.900158
2,West Perth,False,03/07/2019,07:05,2019-01-19,10:38:31.900158
3,West Perth,False,03/07/2019,11:25,2019-01-19,10:38:31.900158
4,West Perth,False,08/07/2019,10:35,2019-01-19,10:38:31.900158
5,West Perth,False,15/07/2019,07:55,2019-01-19,10:38:31.900158
6,West Perth,False,15/07/2019,11:25,2019-01-19,10:38:31.900158
7,West Perth,False,15/07/2019,13:00,2019-01-19,10:38:31.900158
8,West Perth,False,15/07/2019,13:50,2019-01-19,10:38:31.900158
0,West Perth,False,25/06/2019,15:40,2019-01-19,10:43:33.802517
1,West Perth,False,01/07/2019,11:25,2019-01-19,10:43:33.802517
2,West Perth,False,03/07/2019,07:05,2019-01-19,10:43:33.802517
3,West Perth,False,03/07/2019,11:25,2019-01-19,10:43:33.802517
4,West Perth,False,08/07/2019,10:35,2019-01-19,10:43:33.802517
5,West Perth,False,15/07/2019,07:55,2019-01-19,10:43:33.802517
6,West Perth,False,15/07/2019,11:25,2019-01-19,10:43:33.802517
7,West Perth,False,15/07/2019,13:00,2019-01-19,10:43:33.802517
8,West Perth,False,15/07/2019,13:50,2019-01-19,10:43:33.802517
0,West Perth,False,25/06/2019,15:40,2019-01-19,10:48:32.434651
1,West Perth,False,01/07/2019,11:25,2019-01-19,10:48:32.434651
2,West Perth,False,03/07/2019,07:05,2019-01-19,10:48:32.434651
3,West Perth,False,03/07/2019,11:25,2019-01-19,10:48:32.434651
4,West Perth,False,08/07/2019,10:35,2019-01-19,10:48:32.434651
5,West Perth,False,15/07/2019,07:55,2019-01-19,10:48:32.434651
6,West Perth,False,15/07/2019,11:25,2019-01-19,10:48:32.434651
7,West Perth,False,15/07/2019,13:00,2019-01-19,10:48:32.434651
8,West Perth,False,15/07/2019,13:50,2019-01-19,10:48:32.434651
0,West Perth,False,25/06/2019,15:40,2019-01-19,10:53:33.782690
1,West Perth,False,01/07/2019,11:25,2019-01-19,10:53:33.782690
2,West Perth,False,03/07/2019,07:05,2019-01-19,10:53:33.782690
3,West Perth,False,03/07/2019,10:35,2019-01-19,10:53:33.782690
4,West Perth,False,03/07/2019,11:25,2019-01-19,10:53:33.782690
5,West Perth,False,15/07/2019,07:55,2019-01-19,10:53:33.782690
6,West Perth,False,15/07/2019,11:25,2019-01-19,10:53:33.782690
7,West Perth,False,15/07/2019,13:00,2019-01-19,10:53:33.782690
8,West Perth,False,15/07/2019,13:50,2019-01-19,10:53:33.782690
0,West Perth,False,25/06/2019,15:40,2019-01-19,10:58:32.941513
1,West Perth,False,01/07/2019,11:25,2019-01-19,10:58:32.941513
2,West Perth,False,03/07/2019,07:05,2019-01-19,10:58:32.941513
3,West Perth,False,03/07/2019,10:35,2019-01-19,10:58:32.941513
4,West Perth,False,03/07/2019,11:25,2019-01-19,10:58:32.941513
5,West Perth,False,15/07/2019,07:55,2019-01-19,10:58:32.941513
6,West Perth,False,15/07/2019,11:25,2019-01-19,10:58:32.941513
7,West Perth,False,15/07/2019,13:00,2019-01-19,10:58:32.941513
8,West Perth,False,15/07/2019,13:50,2019-01-19,10:58:32.941513
0,West Perth,False,01/07/2019,11:25,2019-01-19,11:03:32.273947
1,West Perth,False,03/07/2019,07:05,2019-01-19,11:03:32.273947
2,West Perth,False,03/07/2019,10:35,2019-01-19,11:03:32.273947
3,West Perth,False,03/07/2019,11:25,2019-01-19,11:03:32.273947
4,West Perth,False,15/07/2019,07:55,2019-01-19,11:03:32.273947
5,West Perth,False,15/07/2019,11:25,2019-01-19,11:03:32.273947
6,West Perth,False,15/07/2019,13:00,2019-01-19,11:03:32.273947
7,West Perth,False,15/07/2019,13:50,2019-01-19,11:03:32.273947
8,West Perth,False,15/07/2019,14:50,2019-01-19,11:03:32.273947
0,West Perth,False,01/07/2019,11:25,2019-01-19,11:08:32.514226
1,West Perth,False,03/07/2019,07:05,2019-01-19,11:08:32.514226
2,West Perth,False,03/07/2019,10:35,2019-01-19,11:08:32.514226
3,West Perth,False,03/07/2019,11:25,2019-01-19,11:08:32.514226
4,West Perth,False,15/07/2019,07:55,2019-01-19,11:08:32.514226
5,West Perth,False,15/07/2019,11:25,2019-01-19,11:08:32.514226
6,West Perth,False,15/07/2019,13:00,2019-01-19,11:08:32.514226
7,West Perth,False,15/07/2019,13:50,2019-01-19,11:08:32.514226
8,West Perth,False,15/07/2019,14:50,2019-01-19,11:08:32.514226
0,West Perth,False,01/07/2019,11:25,2019-01-19,11:13:33.090062
1,West Perth,False,03/07/2019,07:05,2019-01-19,11:13:33.090062
2,West Perth,False,03/07/2019,10:35,2019-01-19,11:13:33.090062
3,West Perth,False,03/07/2019,11:25,2019-01-19,11:13:33.090062
4,West Perth,False,15/07/2019,07:55,2019-01-19,11:13:33.090062
5,West Perth,False,15/07/2019,11:25,2019-01-19,11:13:33.090062
6,West Perth,False,15/07/2019,13:00,2019-01-19,11:13:33.090062
7,West Perth,False,15/07/2019,13:50,2019-01-19,11:13:33.090062
8,West Perth,False,15/07/2019,14:50,2019-01-19,11:13:33.090062
0,West Perth,False,22/01/2019,07:05,2019-01-19,11:18:32.104223
1,West Perth,False,01/07/2019,11:25,2019-01-19,11:18:32.104223
2,West Perth,False,03/07/2019,07:05,2019-01-19,11:18:32.104223
